,单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
财政收入:广西:来宾市,百万人民币,967.4078049,1426893.58,1194.526509,1.203072359,-0.078753284,1.234770386,20.3,3794.99,439.26,41,20.30,24.91,24.87,23.63,33.05,38.48,38.11,52.13,61.12,85.72,108.39,149.99,165.39,169.21,208.56,274.51,179.82,241.11,301.19,344.74,439.26,491.26,549.25,553.40,534.79,586.48,626.04,663.96,862.86,1038.77,1464.09,2048.33,2493.82,2509.88,3220.49,3637.33,3794.99,3028.63,3032.30,2763.56,2779.00
财政收入:广西:崇左市,百万人民币,2705.7125,2344284.976,1531.105802,0.14015349,-1.478912358,0.56587897,845.8,5011.63,2819.525,16,,,,,,,,,,,,,,,,,,,,,,,,,,886.17,945.36,845.80,851.10,1230.22,1677.21,2079.34,2615.95,3023.10,3949.02,4749.00,4839.41,5011.63,4076.00,3407.09,3105.00
财政收入:海南:海口市,百万人民币,6584.924375,22862931.06,4781.519744,0.683074059,-0.449525142,0.726131307,1225.41,16987.92,5564.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,1225.41,1489.60,1791.49,2112.88,2435.00,3103.13,3844.16,5036.61,6093.19,7316.87,8673.24,10011.74,11150.41,11550.65,12536.49,16987.92
财政收入:海南:三亚市,百万人民币,4745.3225,12491173.37,3534.285412,0.158138703,-1.64296212,0.744793512,407.17,10042.48,4612.42,16,,,,,,,,,,,,,,,,,,,,,,,,,,407.17,532.08,725.26,973.38,1541.60,2109.25,2671.53,4222.31,5002.53,6024.72,6750.08,7777.08,8891.78,8957.72,9296.19,10042.48
财政收入:重庆,百万人民币,80115.99815,7401995263,86034.84912,0.745271723,-1.203882076,1.073878515,3663.25,226551.9938,31771.65,25,,,,,,,,,,,,,,,,,3663.25,4600.52,5494.12,5930.60,7112.87,7673.41,8724.42,10612.43,12606.74,16156.18,20062.41,25680.72,31771.65,44270.00,57757.38,68181.89,101829.38,148833.36,170348.85,169324.38,192201.59,215482.76,222791.17,225237.88,226551.99
财政收入:四川:成都市,百万人民币,65620.52438,2085979649,45672.5262,0.269429341,-1.424212269,0.696009772,8957.52,142419.83,60381.685,16,,,,,,,,,,,,,,,,,,,,,,,,,,8957.52,10803.08,14145.41,18677.03,28637.72,35469.38,38736.26,52694.08,68069.29,78089.52,89853.95,102516.96,115763.93,117541.09,127553.34,142419.83
财政收入:四川:自贡市,百万人民币,2826.32375,3198819.037,1788.524262,0.361129504,-1.281732935,0.632809409,694.48,6040.18,2548.71,16,,,,,,,,,,,,,,,,,,,,,,,,,,694.48,762.70,840.70,1002.79,1372.41,1654.56,1702.36,2183.60,2913.82,3298.98,3833.31,4240.59,4482.56,4875.74,5322.40,6040.18
财政收入:四川:攀枝花市,百万人民币,4089.581875,3566414.409,1888.495276,-0.371604196,-1.437858124,0.461781995,928.64,6290.76,4413.09,16,,,,,,,,,,,,,,,,,,,,,,,,,,928.64,1243.17,1868.31,2249.53,2582.39,3160.55,3490.28,3878.41,4947.77,5719.80,5854.50,6290.76,5334.12,5675.73,6059.30,6150.05
财政收入:四川:泸州市,百万人民币,6899.85125,29804289.52,5459.330501,0.30537509,-1.691197504,0.791224376,879.8,15008.06,5649.675,16,,,,,,,,,,,,,,,,,,,,,,,,,,879.80,971.73,1108.44,1400.56,1929.04,2460.57,3211.66,4758.88,6540.47,8278.82,10960.14,11592.16,12826.53,13866.32,14604.44,15008.06
财政收入:四川:德阳市,百万人民币,5751.25125,13022200.02,3608.628552,0.217952351,-1.548218201,0.627451035,1377.66,11756.71,5644.415,16,,,,,,,,,,,,,,,,,,,,,,,,,,1377.66,1464.29,1869.07,2174.24,2935.77,2533.76,3183.39,4579.76,6709.07,7553.22,8046.82,8351.53,8861.48,10006.53,10616.72,11756.71
财政收入:四川:绵阳市,百万人民币,6203.64625,15975921.57,3996.989063,0.208421301,-1.76256203,0.644296741,1591.93,12454.17,5542.595,16,,,,,,,,,,,,,,,,,,,,,,,,,,1591.93,1639.66,1884.78,2386.20,2811.73,2536.15,3371.48,4520.57,6564.62,8040.09,9047.82,10174.82,10413.08,10762.41,11058.83,12454.17
财政收入:四川:广元市,百万人民币,2159.73,2655707.039,1629.63402,0.303343541,-1.603104426,0.754554514,367.22,4769.07,1974.625,16,,,,,,,,,,,,,,,,,,,,,,,,,,501.22,367.22,392.45,511.07,677.47,617.13,1024.97,1672.67,2276.58,2683.74,3046.21,3478.36,4081.76,4056.61,4399.15,4769.07
财政收入:四川:遂宁市,百万人民币,2644.43375,4511472.615,2124.022744,0.594727496,-1.143273008,0.803205126,433.57,6382.29,2089.15,16,,,,,,,,,,,,,,,,,,,,,,,,,,476.18,433.57,477.99,628.41,826.57,1017.27,1313.84,1776.85,2401.45,2845.46,3356.04,3969.57,4931.62,5455.80,6018.03,6382.29
财政收入:四川:内江市,百万人民币,2825.186875,3909229.94,1977.177266,0.443109881,-1.417362308,0.699839463,616.23,6169.2,2284.61,16,,,,,,,,,,,,,,,,,,,,,,,,,,616.23,681.82,757.41,888.89,1140.95,1381.15,1617.85,2038.56,2530.66,3092.62,3774.91,4508.32,5026.82,5367.99,5609.61,6169.20
财政收入:四川:乐山市,百万人民币,5344.361875,11980210.49,3461.244066,0.140845581,-1.513242237,0.647644031,901.5,10991.73,5298.67,16,,,,,,,,,,,,,,,,,,,,,,,,,,901.50,1076.78,1341.73,1729.16,2321.28,2905.22,3429.98,4576.95,6020.39,7040.39,7510.97,7878.78,8553.22,9310.01,9921.70,10991.73
财政收入:四川:南充市,百万人民币,4763.961875,13881586.58,3725.800127,0.512362372,-1.271928772,0.782080173,837.97,11390.74,3777.13,16,,,,,,,,,,,,,,,,,,,,,,,,,,916.40,837.97,911.22,1124.65,1501.48,1868.07,2352.37,3225.64,4328.62,5287.00,6556.66,7655.68,8507.46,9433.88,10325.55,11390.74
财政收入:四川:眉山市,百万人民币,4305.595,12986946.29,3603.740596,0.474273054,-1.515982068,0.836990148,564.61,10319.64,2937.02,16,,,,,,,,,,,,,,,,,,,,,,,,,,564.61,648.86,708.22,853.42,1192.89,1461.29,1843.98,2468.63,3405.41,4880.88,6360.67,7519.91,8314.91,9030.08,9316.12,10319.64
财政收入:四川:宜宾市,百万人民币,6946.255,24846158.41,4984.592101,0.385524816,-1.236514014,0.717594171,1210.48,16088.83,6143.815,16,,,,,,,,,,,,,,,,,,,,,,,,,,1210.48,1252.38,1491.96,1865.49,2491.70,3381.64,4104.70,5564.65,6722.98,8296.93,10160.00,10561.18,11496.77,12568.43,13881.96,16088.83
财政收入:四川:广安市,百万人民币,3190.535625,6173400.72,2484.632915,0.732099589,-0.819280947,0.778751033,617.31,8007.21,2452.76,16,,,,,,,,,,,,,,,,,,,,,,,,,,617.31,709.24,787.76,950.80,1157.77,1337.90,1620.18,2127.85,2777.67,3280.17,3861.77,4596.37,5669.85,6421.79,7124.93,8007.21
财政收入:四川:达州市,百万人民币,4412.47375,10965353.85,3311.397568,0.408194908,-1.411090032,0.750462837,705.67,10102.75,3587.335,16,,,,,,,,,,,,,,,,,,,,,,,,,,705.67,735.98,871.41,1146.64,1583.21,2009.57,2341.38,3059.24,4115.43,5203.60,6030.88,7241.20,7915.48,8466.36,9070.78,10102.75
财政收入:四川:雅安市,百万人民币,1866.475625,1609444.605,1268.638879,0.18940791,-1.548433968,0.679697534,304.86,4001.6,1865.215,16,,,,,,,,,,,,,,,,,,,,,,,,,,304.86,375.08,454.21,554.23,754.88,812.31,1090.17,1565.22,2165.21,3021.66,2293.86,2737.88,3030.82,3217.92,3483.70,4001.60
财政收入:四川:巴中市,百万人民币,1872.368125,3047898.015,1745.823019,0.57742417,-1.482387549,0.932414409,255.26,4552.8,1027.95,16,,,,,,,,,,,,,,,,,,,,,,,,,,261.39,264.32,255.26,299.26,362.09,446.73,536.99,781.60,1274.30,2005.92,2735.01,3303.71,3905.02,4429.45,4552.80,4544.04
财政收入:四川:资阳市,百万人民币,3044.2025,4101092.491,2025.115427,0.102994516,-1.685368495,0.665236766,569.23,6177.33,2847.085,16,,,,,,,,,,,,,,,,,,,,,,,,,,569.23,580.39,638.16,769.94,1418.26,1621.24,1829.77,2446.79,3247.38,4073.33,4844.18,5546.19,6177.33,4683.60,4976.70,5284.75
财政收入:贵州:贵阳市,百万人民币,19921.68,190856941.2,13815.09831,0.327324369,-1.6785274,0.693470546,4038.55,41134,16169.87,16,,,,,,,,,,,,,,,,,,,,,,,,,,4038.55,4970.19,6248.73,6157.98,7591.54,8898.90,10536.36,13630.34,18709.40,24119.20,27720.77,33159.62,37414.76,36631.81,37784.73,41134.00
财政收入:贵州:六盘水市,百万人民币,7216.550625,29390038.29,5421.257999,0.118187254,-1.938757026,0.751225659,731.44,14172.56,5985.285,16,,,,,,,,,,,,,,,,,,,,,,,,,,731.44,897.40,1323.41,1685.33,2160.64,2971.33,3712.40,4930.83,7039.74,10349.49,12359.04,12874.14,13026.41,13368.57,13862.08,14172.56
财政收入:贵州:遵义市,百万人民币,9922.095625,62427547.21,7901.110505,0.61146486,-1.035178064,0.79631469,1566.72,25213.57,7110.74,16,,,,,,,,,,,,,,,,,,,,,,,,,,1566.72,1803.28,2215.92,2688.37,3407.18,3917.52,4628.43,5759.46,8462.02,11299.58,13677.30,15965.26,17761.05,18749.31,21638.56,25213.57
财政收入:贵州:安顺市,百万人民币,3545.30375,7257470.1,2693.969209,0.496676626,-1.451476855,0.759869788,532.48,7731.88,2469.54,16,,,,,,,,,,,,,,,,,,,,,,,,,,532.48,632.38,744.15,1112.30,1505.29,1612.52,2288.25,1984.30,2650.83,3750.39,4688.96,5847.96,6986.39,7032.31,7624.47,7731.88
财政收入:云南:昆明市,百万人民币,30650.71313,370888418.9,19258.46357,0.136032221,-1.656574648,0.628320245,6011.01,59563,28576.045,16,,,,,,,,,,,,,,,,,,,,,,,,,,6011.01,7257.30,9066.55,10371.60,13309.93,17498.94,20161.25,25383.16,31768.93,37839.51,45075.00,47797.36,50221.61,53000.26,56086.00,59563.00
财政收入:云南:曲靖市,百万人民币,8125.699375,18263848.91,4273.622457,-0.058790188,-1.596193127,0.525939031,2050.54,14190,8036.96,16,,,,,,,,,,,,,,,,,,,,,,,,,,2050.54,2365.51,2945.06,3651.62,4648.68,5601.37,6318.75,7243.26,8830.66,10383.21,12153.00,11567.24,11809.29,12631.00,13622.00,14190.00
财政收入:云南:玉溪市,百万人民币,7806.12625,18219777.55,4268.463137,0.230307959,-1.598091624,0.54680939,2455.9,14249,7099.2,16,,,,,,,,,,,,,,,,,,,,,,,,,,2455.90,2957.11,3122.86,3305.25,3889.65,5016.21,5415.95,6472.97,7725.43,9021.94,10597.00,11358.97,12481.67,13106.00,13722.11,14249.00
财政收入:云南:保山市,百万人民币,2981.484375,4886202.469,2210.475621,0.378228093,-1.471349807,0.741401041,476.88,6616,2478.725,16,,,,,,,,,,,,,,,,,,,,,,,,,,476.88,518.84,652.91,834.77,1057.61,1245.66,1580.71,2137.78,2819.67,3554.93,4284.00,4717.84,5223.64,5751.00,6231.51,6616.00
财政收入:云南:昭通市,百万人民币,3370.23875,5612181.019,2369.004225,0.438299676,-1.125268575,0.702918814,566.14,7821,2910.59,16,,,,,,,,,,,,,,,,,,,,,,,,,,566.14,696.74,852.16,1029.98,1288.74,1712.86,2079.06,2561.82,3259.36,3946.79,4747.21,5102.01,5526.95,5980.00,6753.00,7821.00
财政收入:云南:丽江市,百万人民币,2469.57,3505718.402,1872.356377,0.094595015,-1.969054614,0.758171008,258.92,4825,2136,16,,,,,,,,,,,,,,,,,,,,,,,,,,258.92,340.25,405.95,508.29,728.31,952.35,1165.84,1646.00,2626.00,3800.94,4577.95,4607.01,4776.93,4825.00,4006.38,4287.00
财政收入:云南:普洱市,百万人民币,3047.78,4082569.827,2020.537014,-0.125830681,-1.948921598,0.662953696,506.93,5434,3507.4,16,,,,,,,,,,,,,,,,,,,,,,,,,,528.84,506.93,623.26,779.26,1109.83,1369.74,1660.00,3085.80,3929.00,4790.00,5372.00,4498.92,4748.90,5006.00,5322.00,5434.00
财政收入:云南:临沧市,百万人民币,2156.75625,2442288.529,1562.782304,0.171718618,-1.921073387,0.724598482,419.36,4417,1795.065,16,,,,,,,,,,,,,,,,,,,,,,,,,,446.52,419.36,460.00,555.30,695.54,848.63,1005.43,1451.41,2138.72,3022.39,3685.00,3725.72,3806.08,3827.00,4004.00,4417.00
财政收入:西藏:拉萨,百万人民币,2965.647368,11848030.08,3442.096757,1.099754069,0.026620876,1.160656116,185.07,11010,1004.67,19,,,,,,,,,,,,,,,,,,,,,,,185.07,211.27,222.87,245.37,280.94,321.87,389.76,574.66,803.08,1004.67,1501.59,2342.91,3435.67,5016.16,6478.91,6241.62,7118.00,8962.88,11010.00
财政收入:陕西:西安市,百万人民币,33833.58375,600121771.9,24497.38296,0.280027032,-1.751464522,0.724055221,6480.37,68471,28020.265,16,,,,,,,,,,,,,,,,,,,,,,,,,,6480.37,7531.38,7305.43,8588.54,11291.89,14560.87,18139.92,24185.67,31854.86,39695.97,50197.51,58378.88,65098.53,64106.55,65449.97,68471.00
财政收入:陕西:铜川市,百万人民币,1392.984375,742211.2943,861.5168566,-0.231607629,-1.843027814,0.618468428,215.21,2410.41,1632.39,16,,,,,,,,,,,,,,,,,,,,,,,,,,215.21,245.75,302.00,406.70,600.36,750.49,1007.85,1375.34,1889.44,2100.00,2410.41,2206.47,2311.47,2150.72,2005.54,2310.00
财政收入:陕西:宝鸡市,百万人民币,4734.439375,8891988.256,2981.943704,0.049382476,-1.851960987,0.629840931,1062.24,8776,4510.84,16,,,,,,,,,,,,,,,,,,,,,,,,,,1062.24,1257.60,1196.81,1507.20,1960.12,2391.37,3013.62,3877.79,5143.89,6484.66,7201.96,7805.71,8447.47,7516.41,8108.18,8776.00
财政收入:陕西:咸阳市,百万人民币,4950.77125,9882442.674,3143.635264,-0.044895579,-1.910541831,0.634978896,1078.47,8909,5101.875,16,,,,,,,,,,,,,,,,,,,,,,,,,,1267.13,1182.77,1078.47,1263.04,1945.88,2406.83,3167.07,4348.02,5855.73,6916.77,7899.66,8529.61,8544.41,8150.48,7747.47,8909.00
财政收入:陕西:渭南市,百万人民币,4195.65,7885542.463,2808.120806,0.180158304,-1.489028209,0.669293389,803.03,9091,3915.075,16,,,,,,,,,,,,,,,,,,,,,,,,,,803.03,845.86,901.00,1202.25,1605.50,2136.06,2824.63,3400.47,4429.68,5505.67,6505.55,6746.48,7205.68,6569.30,7358.24,9091.00
财政收入:陕西:延安市,百万人民币,10418.06688,23543429.47,4852.157197,-0.385143635,-1.176544964,0.465744486,2011.98,16810.35,11295.77,16,,,,,,,,,,,,,,,,,,,,,,,,,,2011.98,2897.55,4508.18,6036.82,7269.47,8004.95,9046.60,10518.95,12072.59,13926.03,15538.48,16810.35,16116.73,13054.64,14041.75,14834.00
财政收入:陕西:汉中市,百万人民币,2496.410625,2713611.217,1647.304227,0.271733293,-1.711183911,0.659869098,637.47,4996,2108.95,16,,,,,,,,,,,,,,,,,,,,,,,,,,637.47,753.94,640.48,769.45,1023.58,1233.27,1438.80,1862.46,2355.44,3008.68,3583.04,4089.10,4466.93,4519.05,4564.88,4996.00
财政收入:陕西:榆林市,百万人民币,16357.345,154282242.9,12421.04033,0.248331826,-1.37301999,0.759355527,1235.05,38984,15289.23,16,,,,,,,,,,,,,,,,,,,,,,,,,,1235.05,1954.23,2384.13,3565.85,5012.07,7001.08,9117.50,12553.69,18024.77,24905.82,26073.40,26784.00,29559.00,23269.40,31293.53,38984.00
财政收入:陕西:安康市,百万人民币,1631.441875,1176525.621,1084.677657,0.090279909,-1.870361346,0.664858291,345.63,3083.95,1528.605,16,,,,,,,,,,,,,,,,,,,,,,,,,,404.89,430.80,345.63,405.72,581.12,748.85,971.95,1322.74,1734.47,2165.91,2534.41,2808.86,3083.95,3010.67,2802.10,2751.00
财政收入:陕西:商洛市,百万人民币,1495.88,1109557.792,1053.355492,0.170175684,-1.619286659,0.704171118,245.72,3179,1425.36,16,,,,,,,,,,,,,,,,,,,,,,,,,,293.15,298.74,245.72,337.00,494.01,682.43,895.85,1201.30,1649.42,2149.88,2567.79,2904.00,3179.00,2677.07,2175.72,2183.00
财政收入:甘肃:兰州市,百万人民币,10563.16188,62968015.31,7935.238831,0.729512802,-0.883080245,0.751218141,2056.6,25332,7962.38,16,,,,,,,,,,,,,,,,,,,,,,,,,,2056.60,2495.21,2892.56,3314.17,4662.56,5086.18,5703.85,7275.79,8648.97,10373.03,12449.56,15232.99,18519.17,21547.94,23420.01,25332.00
财政收入:甘肃:嘉峪关市,百万人民币,1051.46875,338680.1394,581.9623178,0.148587992,-1.561445187,0.55347562,266.23,1968,967.38,16,,,,,,,,,,,,,,,,,,,,,,,,,,266.23,350.01,401.33,452.44,558.14,685.07,748.08,833.65,1101.11,1285.37,1533.35,1581.62,1513.00,1709.46,1836.64,1968.00
财政收入:甘肃:金昌市,百万人民币,1211.3,471462.7723,686.6314676,0.253398202,-1.331319615,0.566855005,286.96,2307.94,1080.145,16,,,,,,,,,,,,,,,,,,,,,,,,,,286.96,342.82,429.48,614.13,842.49,611.20,923.28,1022.03,1138.26,1332.14,1586.95,1799.17,1847.43,2074.79,2221.73,2307.94
财政收入:甘肃:白银市,百万人民币,1637.89375,1080204.122,1039.328688,0.119662019,-1.832925755,0.634551959,366.24,3107,1447.885,16,,,,,,,,,,,,,,,,,,,,,,,,,,366.24,425.09,470.52,559.47,703.93,850.59,992.40,1184.11,1711.66,2409.12,2411.02,2599.75,2549.08,2871.91,2994.41,3107.00
财政收入:甘肃:天水市,百万人民币,2086.768125,2377593.02,1541.944558,0.513605907,-1.301270108,0.738915138,418.77,4663,1651.11,16,,,,,,,,,,,,,,,,,,,,,,,,,,418.77,450.72,500.64,615.95,764.59,929.16,1137.18,1438.93,1863.29,2305.48,2760.07,3182.60,3669.39,4221.52,4467.00,4663.00
财政收入:甘肃:武威市,百万人民币,1325.93875,1259003.463,1122.053235,0.564030754,-1.461308974,0.846233082,252.56,3110.34,830.075,16,,,,,,,,,,,,,,,,,,,,,,,,,,266.56,267.18,252.56,313.04,351.89,414.35,484.43,643.01,1017.14,1450.00,1835.23,2218.30,2684.22,3110.34,2861.77,3045.00
财政收入:甘肃:张掖市,百万人民币,1285.17375,919646.0705,958.9817884,0.554180851,-1.490793682,0.746188434,325.63,2784,892.565,16,,,,,,,,,,,,,,,,,,,,,,,,,,376.39,327.27,325.63,393.34,474.25,557.28,631.69,758.43,1026.70,1266.23,1672.23,2213.55,2413.63,2709.66,2632.50,2784.00
财政收入:甘肃:平凉市,百万人民币,1568.373125,900157.6777,948.7663979,0.153978249,-1.725381764,0.604936659,413.2,3047,1451.28,16,,,,,,,,,,,,,,,,,,,,,,,,,,413.20,478.68,510.11,576.49,696.15,824.36,952.26,1301.56,1601.00,2138.98,2259.27,2409.38,2471.57,2655.01,2758.95,3047.00
财政收入:甘肃:酒泉市,百万人民币,1835.295625,1704323.721,1305.497499,0.321344971,-1.743184406,0.711328181,391.22,3652,1420.45,16,,,,,,,,,,,,,,,,,,,,,,,,,,391.22,423.97,424.76,514.02,760.00,854.77,964.90,1190.72,1650.18,2117.78,2669.96,3222.53,3455.80,3621.87,3450.25,3652.00
财政收入:甘肃:庆阳市,百万人民币,3290.820625,4805795.594,2192.212488,-0.046507702,-1.728776715,0.666159824,454.94,6373.46,3639.41,16,,,,,,,,,,,,,,,,,,,,,,,,,,454.94,547.91,672.34,847.57,1041.72,1746.20,2264.29,3002.47,4434.01,5310.91,6373.46,6153.58,5539.93,4276.35,4678.45,5309.00
财政收入:甘肃:定西市,百万人民币,1182.27625,833838.5267,913.147593,0.415480501,-1.708506583,0.772363983,250.84,2509.64,862.49,16,,,,,,,,,,,,,,,,,,,,,,,,,,321.45,316.00,250.84,270.07,323.97,402.92,504.39,724.55,1000.43,1311.15,1704.65,2154.38,2434.89,2509.64,2281.35,2405.74
财政收入:甘肃:陇南市,百万人民币,1463.550667,920062.164,959.1987094,0.124305302,-1.803729935,0.655391529,253.77,2695,1305.94,15,,,,,,,,,,,,,,,,,,,,,,,,,,,253.77,269.36,389.22,576.84,767.22,794.37,933.22,1305.94,1601.04,2147.68,2389.00,2545.00,2668.74,2616.86,2695.00
财政收入:青海:西宁市,百万人民币,4637.88625,10068274.39,3173.054425,0.278359128,-1.590410731,0.684159605,843.97,9478.61,3988.46,16,,,,,,,,,,,,,,,,,,,,,,,,,,843.97,1002.73,1178.60,1415.98,1841.23,2344.68,2814.95,3452.19,4524.73,5476.70,6711.38,8388.21,9478.61,7521.63,7916.24,9294.35
财政收入:宁夏:银川市,百万人民币,6927.150952,48024564.88,6929.975821,0.604488375,-1.38554838,1.000407797,38.8,18117,3581.1,21,72.67,,38.80,,,,,131.72,,,,,,,,,,264.02,,,,,830.64,,,1226.05,1498.48,1816.45,2361.20,2763.84,3581.10,4405.81,6403.68,9662.02,11313.20,13459.99,15359.98,17098.31,17319.60,17745.61,18117.00
财政收入:宁夏:石嘴山市,百万人民币,1506.778095,1357076.864,1164.93642,0.100401199,-1.533181082,0.773130711,21.25,3446.11,1529.99,21,41.41,,21.25,,,,,49.57,,,,,,,,,,95.55,,,,,291.92,,,422.59,515.94,729.00,905.25,1151.47,1529.99,1712.90,2164.60,2638.31,2979.37,3099.48,3446.11,2675.45,2473.91,2306.27,2392.00
财政收入:宁夏:吴忠市,百万人民币,1579.536667,1799149.916,1341.323941,0.30465365,-1.624956285,0.849188227,21.22,3513.83,1259.07,21,33.98,,21.22,,,,,28.97,,,,,,,,,,86.89,,,,,246.10,,,467.87,433.27,501.77,1317.64,1259.07,968.08,1232.91,1566.90,2191.48,2874.26,3247.49,3513.83,3196.59,3255.87,3268.85,3457.23
财政收入:宁夏:固原市,百万人民币,632.2895238,436874.338,660.9647026,0.67041674,-1.357893721,1.045351343,5.38,1726,262.02,21,11.82,,8.33,,,,,5.38,,,,,,,,,,32.08,,,,,78.74,,,133.64,122.35,140.24,166.77,208.24,262.02,352.90,525.81,797.88,1033.45,1305.67,1529.50,1590.94,1578.27,1668.05,1726.00
财政收入:宁夏:中卫市,百万人民币,957.045,784878.6005,885.933745,0.498007368,-1.410292853,0.925697062,10.81,2400.48,627.955,20,10.81,,11.09,,,,,12.36,,,,,,,,,,47.64,,,,,129.12,,,,232.21,275.66,316.19,593.91,520.51,662.00,849.79,1244.97,1474.35,1707.32,1946.36,2129.55,2314.58,2400.48,2262.00
财政收入:新疆:乌鲁木齐市,百万人民币,20811.0225,215703251.2,14686.83939,0.323759001,-1.530087887,0.705724065,4091.19,45828,17709.865,16,,,,,,,,,,,,,,,,,,,,,,,,,,4091.19,4633.95,5140.14,5703.56,7342.79,10098.00,11353.80,14799.38,20620.35,25200.52,30190.47,34062.43,36866.63,36967.34,40077.81,45828.00
财政收入:新疆:克拉玛依市,百万人民币,5165.133125,6860842.154,2619.320934,0.313192662,-1.003307187,0.507115861,1308.35,10050,4669.765,16,,,,,,,,,,,,,,,,,,,,,,,,,,1308.35,2021.45,2330.21,2880.24,3648.26,3914.57,3327.63,4243.03,5096.50,5726.03,6582.58,7354.81,7499.26,7914.22,8744.99,10050.00
