"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
商品房销售价格:住宅:西藏:拉萨,人民币/平方米,2924.240891,617771.4205,785.984364,-0.674847168,0.598907455,0.268782359,1546,3953.488372,3010.869565,7,,,,,,,,,,,,,,1546.00,2704.00,,2453.00,3315.32,3487.01,3010.87,3953.49,,,,
商品房销售价格:住宅:陕西:西安市,人民币/平方米,4038.278199,4427791.134,2104.231721,0.326441537,-1.195601676,0.52107151,1135,8117.740665,3749,19,,,,,,,1135.00,1451.00,1849.00,1930.00,1921.00,2394.00,2686.20,3072.83,3215.45,3768.00,3749.00,4341.32,5813.74,6203.85,6411.77,6086.33,6220.32,6360.74,8117.74
商品房销售价格:住宅:陕西:铜川市,人民币/平方米,2233.295908,842353.2325,917.7980347,-0.53840722,-1.621961063,0.410961231,768,3174.257253,2787.3,13,,,,,,,,,,,,,768.00,1121.00,1112.00,1122.00,1772.00,2284.09,2820.60,3077.38,2912.40,3062.06,2787.30,3019.76,3174.26
商品房销售价格:住宅:陕西:宝鸡市,人民币/平方米,2676.157732,879510.7885,937.8223651,-0.569679192,-1.38933109,0.350436132,1166,3796.023304,3091.51864,13,,,,,,,,,,,,,1166.00,1492.00,1447.00,1566.00,2553.00,2711.33,3164.01,3091.52,3410.88,3304.48,3600.66,3487.15,3796.02
商品房销售价格:住宅:陕西:咸阳市,人民币/平方米,3238.228271,926213.3036,962.3997629,-0.426846718,-1.621401169,0.297199481,1690,4262.05,3761.289073,13,,,,,,,,,,,,,1690.00,2092.00,1985.00,2363.00,2720.00,2974.89,3769.36,3761.29,4088.69,4181.58,4262.05,4030.20,4178.90
商品房销售价格:住宅:陕西:渭南市,人民币/平方米,2246.260802,641055.2369,800.6592514,-0.081310983,-2.108072447,0.356440913,1268,3291.609775,2486.819773,13,,,,,,,,,,,,,1268.00,1375.00,1325.00,1548.00,1483.00,1636.43,2486.82,2896.98,2998.54,2951.69,2961.17,2979.15,3291.61
商品房销售价格:住宅:陕西:延安市,人民币/平方米,2689.954874,687317.4735,829.0461227,-0.227729798,-1.646044919,0.308200755,1473,3733.404465,2937.93,13,,,,,,,,,,,,,1996.00,1473.00,1796.00,1682.00,1798.00,2801.98,3733.40,3235.95,3015.46,2937.93,3709.26,3203.01,3587.42
商品房销售价格:住宅:陕西:汉中市,人民币/平方米,2435.195516,587704.2305,766.6186995,-0.689443297,-1.099624182,0.314807864,1145,3344.142196,2791.519335,13,,,,,,,,,,,,,1145.00,1262.00,1446.00,2308.00,1822.00,2500.63,2847.48,2791.52,3072.78,2966.68,3031.00,3120.31,3344.14
商品房销售价格:住宅:陕西:榆林市,人民币/平方米,3544.950948,1603278.059,1266.206168,-0.250910383,-1.442146042,0.357185808,1695,5204.192598,3665.484634,13,,,,,,,,,,,,,1863.00,1695.00,1990.00,2237.00,3066.00,3665.48,4430.16,3557.43,4020.33,4552.50,4622.01,5181.26,5204.19
商品房销售价格:住宅:陕西:安康市,人民币/平方米,2542.073105,816529.3955,903.6201611,-0.399876984,-1.701217893,0.355465844,1164,3713.9448,3097.118846,13,,,,,,,,,,,,,1164.00,1387.00,1462.00,1718.00,1754.00,2572.76,3178.54,3097.12,3310.03,3192.55,3250.21,3246.80,3713.94
商品房销售价格:住宅:陕西:商洛市,人民币/平方米,2215.706206,526199.3414,725.3959894,-0.470683102,-1.752996412,0.327388165,1167,3005.522702,2617.31,13,,,,,,,,,,,,,1274.00,1167.00,1280.00,1394.00,1744.00,2321.88,2636.21,2865.48,2751.46,2617.31,2817.52,2929.80,3005.52
商品房销售价格:住宅:甘肃:兰州市,人民币/平方米,3541.969072,3257936.977,1804.975617,0.451282719,-1.185039903,0.509596662,1481,6965.155079,3062,19,,,,,,,1533.00,1558.00,1601.00,1481.00,1673.00,2084.00,2339.23,2514.68,2919.62,3062.00,3499.00,4063.83,4050.42,5130.45,5196.24,5664.75,5945.15,6016.89,6965.16
商品房销售价格:住宅:甘肃:嘉峪关市,人民币/平方米,2440.358108,1075620.91,1037.121454,-0.352775168,-1.781733777,0.424987403,962,3619.678657,2633.956386,13,,,,,,,,,,,,,962.00,1028.00,1232.00,1488.00,1521.00,2633.96,2593.12,3098.08,3310.01,3461.68,3619.68,3517.06,3260.07
商品房销售价格:住宅:甘肃:金昌市,人民币/平方米,2103.56914,777401.6327,881.7038237,0.004440877,-1.21656114,0.419146586,845,3358.429685,2146.50541,13,,,,,,,,,,,,,943.00,1006.00,1546.00,845.00,2142.00,1626.78,2146.51,2318.57,2148.26,2820.81,3294.18,3150.86,3358.43
商品房销售价格:住宅:甘肃:白银市,人民币/平方米,2634.963421,1500445.286,1224.926645,-0.163679647,-1.199152851,0.46487425,832,4413.40735,2981.534557,13,,,,,,,,,,,,,899.00,832.00,1294.00,1460.00,2125.00,2514.66,3176.01,2981.53,3380.13,3321.25,3517.66,4413.41,4339.87
商品房销售价格:住宅:甘肃:天水市,人民币/平方米,3112.880235,1622608.894,1273.816664,0.421945922,-0.69417941,0.409208376,1430,5572.837346,3160.809522,13,,,,,,,,,,,,,1543.00,1430.00,2156.00,2051.00,2331.00,2241.77,3974.34,3160.81,3509.14,4032.55,3755.19,4709.79,5572.84
商品房销售价格:住宅:甘肃:武威市,人民币/平方米,2512.226138,1304565.974,1142.175982,0.089758518,-1.325408007,0.454646962,1059,4532.537095,3106.063455,13,,,,,,,,,,,,,1076.00,1597.00,1313.00,1059.00,1954.00,1444.44,3298.50,3106.06,3153.13,3186.80,3505.05,3433.42,4532.54
商品房销售价格:住宅:甘肃:张掖市,人民币/平方米,2347.623679,613361.9689,783.1742902,-0.542422931,-1.29793098,0.333602995,1012,3335.054538,2610.552397,13,,,,,,,,,,,,,1012.00,1324.00,1357.00,1705.00,1883.00,2607.14,2780.64,2610.55,2881.25,2877.92,3042.70,3102.85,3335.05
商品房销售价格:住宅:甘肃:平凉市,人民币/平方米,2406.465612,1181195.858,1086.828348,-0.207531509,-2.184128282,0.451628456,1059,3553.243137,3127.169577,13,,,,,,,,,,,,,1059.00,1504.00,1150.00,1068.00,1592.00,1395.16,3345.34,3127.17,3349.30,3553.24,3536.37,3274.54,3329.93
商品房销售价格:住宅:甘肃:酒泉市,人民币/平方米,2501.84228,1007516.663,1003.751295,-0.348844565,-1.470199867,0.401204865,927,3704.446978,2679.626466,13,,,,,,,,,,,,,927.00,1014.00,1547.00,1652.00,1883.00,2310.78,3046.21,2679.63,3346.53,3319.19,3514.34,3579.83,3704.45
商品房销售价格:住宅:甘肃:庆阳市,人民币/平方米,2860.180736,1046716.872,1023.09182,-0.55722027,-1.488321401,0.357701808,1161,3880.45072,3408.303403,13,,,,,,,,,,,,,1161.00,1449.00,1652.00,1961.00,2195.00,3000.00,3431.93,3701.25,3880.45,3408.30,3836.97,3633.03,3872.41
商品房销售价格:住宅:甘肃:定西市,人民币/平方米,2379.012756,962182.7943,980.9091672,-0.179380536,-1.527294384,0.412317742,896,3710.081044,2501.420806,13,,,,,,,,,,,,,896.00,1066.00,1416.00,1397.00,1911.00,2070.18,2501.42,2744.02,3099.83,3267.44,3382.56,3465.65,3710.08
商品房销售价格:住宅:甘肃:陇南市,人民币/平方米,2340.091326,1005128.412,1002.560927,0.468059381,-0.55966709,0.42842812,921,4355.705048,2068.746488,13,,,,,,,,,,,,,921.00,1415.00,1545.00,1579.00,1389.00,1878.05,2068.75,2716.01,3243.95,3098.51,3004.10,3207.11,4355.71
商品房销售价格:住宅:青海:西宁市,人民币/平方米,2916.602922,2307129.387,1518.923759,0.482507237,-1.148417094,0.520785242,1262,5889.99705,2811,19,,,,,,,1262.00,1289.00,1263.00,1302.00,1499.00,1536.00,1727.02,1940.32,2313.05,2817.00,2811.00,3196.32,3437.43,4336.46,4380.35,4806.52,4602.31,5006.68,5890.00
商品房销售价格:住宅:宁夏:银川市,人民币/平方米,2969.0748,1579838.896,1256.916424,0.15345201,-1.718979463,0.423336059,1342,4892.272265,2592,19,,,,,,,1342.00,1345.00,1540.00,1889.00,1728.00,1923.00,2029.85,2184.99,2229.53,2592.00,3219.00,3749.67,3979.62,4187.26,4523.54,4111.27,4498.08,4448.34,4892.27
商品房销售价格:住宅:宁夏:石嘴山市,人民币/平方米,2209.107467,321793.2549,567.268239,-0.444451068,-1.546333628,0.256786167,1284,2838.108861,2506.30206,13,,,,,,,,,,,,,1284.00,1435.00,1622.00,1637.00,1902.00,2102.89,2664.74,2838.11,2661.29,2779.10,2768.34,2506.30,2517.63
商品房销售价格:住宅:宁夏:吴忠市,人民币/平方米,2573.195993,784157.3387,885.5265884,-0.707856855,-1.222919285,0.344134917,1064,3446.418347,2954.662147,13,,,,,,,,,,,,,1064.00,1267.00,1434.00,1830.00,2292.00,2734.71,2954.66,3221.19,3361.64,3370.58,3203.40,3271.94,3446.42
商品房销售价格:住宅:宁夏:固原市,人民币/平方米,2265.432695,779565.839,882.9302571,-0.454133047,-1.503516161,0.389740229,907,3365.01293,2647.250854,13,,,,,,,,,,,,,1050.00,907.00,1086.00,1553.00,1788.00,2188.10,2647.25,2815.48,3025.12,2999.62,2948.67,3077.37,3365.01
商品房销售价格:住宅:宁夏:中卫市,人民币/平方米,2449.875494,805898.0179,897.7182286,-0.116449371,-1.601062256,0.366434225,1205,3584.551861,2451.262996,13,,,,,,,,,,,,,1205.00,1265.00,1357.00,1657.00,2113.00,2104.88,2451.26,2765.29,3257.29,3077.75,3481.24,3529.11,3584.55
商品房销售价格:住宅:新疆:乌鲁木齐市,人民币/平方米,3055.088944,2393912.991,1547.227517,0.767559492,-1.090515151,0.506442708,1609,5742.525858,2274.704947,16,,,,,,,1609.00,1627.00,1771.00,1828.00,1864.00,1797.00,1920.37,2020.94,2528.47,3031.00,3285.00,4181.49,4898.43,5110.57,5742.53,5666.63,,,
商品房销售价格:住宅:新疆:克拉玛依市,人民币/平方米,2205.050556,566207.7093,752.4677463,0.00311658,-2.044693366,0.34124739,1303,3201.112331,2439.63964,9,,,,,,,,,,,,,1303.00,1535.00,1529.00,1431.00,,2439.64,2622.41,2741.74,3042.54,3201.11,,,
