"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售额:住宅:陕西:渭南市,百万人民币,4043.438462,8972257.91,2995.37275,0.303391626,-1.343950576,0.740798402,394,9043.46,4755.1,13,,,,,,,,,,,,,,,394.00,828.00,1062.00,1457.00,1400.00,2093.00,5270.25,6763.83,9043.46,8348.99,5589.89,4755.10,5559.18,
商品房销售额:住宅:陕西:延安市,百万人民币,1302.675385,1169164.742,1081.279215,1.805678373,4.331686239,0.83004502,143,4270.64,962,13,,,,,,,,,,,,,,,222.00,143.00,800.00,962.00,696.00,566.00,797.78,1283.92,1548.33,1623.96,1947.79,2073.36,4270.64,
商品房销售额:住宅:陕西:汉中市,百万人民币,3388.154615,2641110.038,1625.149235,-0.255443281,-1.069272765,0.479656161,779,5841.4,3534.77,13,,,,,,,,,,,,,,,779.00,1078.00,1517.00,2343.00,2565.00,3946.00,5841.40,4938.10,4804.56,3528.04,3534.77,4023.94,5147.20,
商品房销售额:住宅:陕西:榆林市,百万人民币,2632.636154,2675565.948,1635.71573,-0.332599795,-1.248814681,0.621322368,73,4804.25,2816.7,13,,,,,,,,,,,,,,,283.00,73.00,684.00,1227.00,2413.00,3101.00,3902.41,4018.98,4804.25,4636.58,2359.28,2816.70,3905.07,
商品房销售额:住宅:陕西:安康市,百万人民币,2840.976154,2567625.871,1602.381313,-0.284660483,-1.547764037,0.564024908,500,5176.24,3626.37,13,,,,,,,,,,,,,,,500.00,665.00,983.00,1335.00,1673.00,2758.00,3952.96,3626.37,3768.50,4265.48,3934.33,4294.81,5176.24,
商品房销售额:住宅:陕西:商洛市,百万人民币,1061.64,588449.5427,767.1046491,-0.012519417,-1.899718118,0.722565699,116,2006.19,1106.43,13,,,,,,,,,,,,,,,116.00,145.00,174.00,299.00,476.00,743.00,1106.43,1308.64,1709.94,1911.01,2006.19,1899.19,1906.92,
商品房销售额:住宅:甘肃:兰州市,百万人民币,14287.11421,260039789.6,16125.74927,1.184318272,-0.21401539,1.128691843,711.5,45935.58,7453.26,19,,,,,,,,,,711.50,1049.42,1023.07,1355.86,2688.00,4759.31,4908.23,7453.26,4104.74,7861.93,8404.10,6651.63,10194.65,14135.45,26481.20,36890.12,45935.58,44893.12,41954.00
商品房销售额:住宅:甘肃:嘉峪关市,百万人民币,1397.086923,572433.714,756.5934932,-0.768590242,-0.619388406,0.541550766,27,2423.41,1691,13,,,,,,,,,,,,,,,27.00,183.00,541.00,816.00,1451.00,1691.00,1767.55,2069.70,2423.41,1821.81,1785.83,1603.80,1981.03,
商品房销售额:住宅:甘肃:金昌市,百万人民币,678.54,118261.1664,343.891213,-0.464804196,-0.779616114,0.506810524,48,1142,747,14,,,,,,,,,,,,,,,48.00,236.00,536.00,217.00,745.00,1142.00,761.93,951.25,901.31,411.46,1132.21,956.47,711.93,749.00
商品房销售额:住宅:甘肃:白银市,百万人民币,1326.38,655026.7632,809.337237,-0.229297137,-1.352213843,0.610185043,96,2524.59,1544,13,,,,,,,,,,,,,,,96.00,295.00,299.00,601.00,993.00,1544.00,2052.82,1698.78,2524.59,1720.59,1177.09,2094.10,2146.97,
商品房销售额:住宅:甘肃:天水市,百万人民币,2360.728462,2326282.995,1525.215721,0.242188778,-1.12073805,0.646078423,370,5089.99,2810.89,13,,,,,,,,,,,,,,,370.00,607.00,892.00,780.00,1231.00,1771.00,2815.41,3008.37,3526.53,4254.53,2810.89,3532.75,5089.99,
商品房销售额:住宅:甘肃:武威市,百万人民币,467.61,145109.9876,380.9330487,1.215806913,1.541007613,0.814638371,13,1384.4,397.71,13,,,,,,,,,,,,,,,179.00,299.00,308.00,66.00,211.00,13.00,397.71,826.07,885.18,593.87,403.40,512.30,1384.40,
商品房销售额:住宅:甘肃:张掖市,百万人民币,1619.496923,1264125.756,1124.333472,0.052097451,-1.814168739,0.6942486,101,3087.21,1686.91,13,,,,,,,,,,,,,,,101.00,346.00,502.00,597.00,646.00,1095.00,1686.91,1875.46,2598.98,3049.20,2659.14,3087.21,2809.56,
商品房销售额:住宅:甘肃:平凉市,百万人民币,1382.982308,1376043.129,1173.048648,0.193054381,-1.883917228,0.848202208,97,2950.82,1034.09,13,,,,,,,,,,,,,,,97.00,281.00,197.00,147.00,858.00,173.00,1034.09,2089.09,2857.23,1939.52,2508.16,2950.82,2846.86,
商品房销售额:住宅:甘肃:酒泉市,百万人民币,2047.431538,2585560.352,1607.967771,0.228715542,-1.855193154,0.785358504,227,4122.21,2034.53,13,,,,,,,,,,,,,,,227.00,350.00,415.00,518.00,704.00,922.00,2034.53,2338.92,4067.99,4122.21,3891.99,4054.90,2970.07,
商品房销售额:住宅:甘肃:庆阳市,百万人民币,1192.161538,771992.6713,878.6311349,0.733632806,-0.537180006,0.737006779,190,2921.7,1035.54,13,,,,,,,,,,,,,,,190.00,407.00,278.00,368.00,653.00,999.00,1168.01,1089.19,2921.70,1883.65,2100.30,1035.54,2404.71,
商品房销售额:住宅:甘肃:定西市,百万人民币,1296.946923,1232722.841,1110.280523,0.715446679,-0.389791313,0.856072445,76,3567.05,1369.6,13,,,,,,,,,,,,,,,76.00,209.00,434.00,173.00,522.00,472.00,1434.86,1369.60,1575.05,2095.66,2147.62,2784.47,3567.05,
商品房销售额:住宅:甘肃:陇南市,百万人民币,473.2592308,387659.9148,622.6234133,1.584174234,1.900395696,1.315607542,30,2004.6,104,13,,,,,,,,,,,,,,,30.00,45.00,59.00,30.00,104.00,77.00,84.68,242.54,454.64,707.56,966.96,1346.39,2004.60,
商品房销售额:住宅:青海:西宁市,百万人民币,6002.279444,32070230.2,5663.058378,0.760958911,-0.695165497,0.943484626,279.88,17970.97,3619.85,18,,,,,,,,,,359.33,279.88,532.57,760.00,978.00,1717.76,1910.07,3077.48,2919.96,4162.22,6609.54,8602.83,6916.22,11916.28,12707.47,11995.93,14624.52,17970.97,
商品房销售额:住宅:宁夏:银川市,百万人民币,12729.23105,96210778.52,9808.70932,0.241122013,-1.494164459,0.770565738,834.58,29580,14261.33,19,,,,,,,,,,834.58,1039.98,1315.10,2348.30,3520.00,4513.30,4637.26,6559.17,6982.43,14261.33,17106.00,15282.50,16260.57,24566.74,25243.78,20442.08,21923.10,25439.17,29580.00
商品房销售额:住宅:宁夏:石嘴山市,百万人民币,1673.717692,760535.6308,872.0869399,0.275346255,-0.980078762,0.521047811,367,3227.31,1390.21,13,,,,,,,,,,,,,,,367.00,636.00,893.00,1177.00,1314.00,2330.00,2641.11,2595.32,3227.31,2315.24,1390.21,1189.11,1683.03,
商品房销售额:住宅:宁夏:吴忠市,百万人民币,2463.578462,2150571.376,1466.482654,-0.014030588,-0.964508418,0.595265252,373,4911.67,2601.06,13,,,,,,,,,,,,,,,373.00,570.00,664.00,989.00,2216.00,2773.00,2601.06,3071.16,3981.06,3014.26,2588.19,4274.12,4911.67,
商品房销售额:住宅:宁夏:固原市,百万人民币,1490.234286,1343443.164,1159.069956,0.53488052,-0.439410439,0.777777003,88,3883,1426.385,14,,,,,,,,,,,,,,,88.00,159.00,223.00,406.00,590.00,1140.00,1236.65,1672.84,2000.67,2603.05,1616.12,2857.12,2387.83,3883.00
商品房销售额:住宅:宁夏:中卫市,百万人民币,1560.867692,869500.6057,932.4701634,-0.462804037,-1.84646669,0.597405,291,2584.46,2026.5,13,,,,,,,,,,,,,,,291.00,298.00,436.00,488.00,767.00,2027.00,2138.70,2019.47,2584.46,2026.50,2361.46,2345.64,2508.05,
商品房销售额:住宅:新疆:乌鲁木齐市,百万人民币,11931.87267,76680576.81,8756.744647,0.644537067,-0.849269872,0.733895248,2289.05,29591.81,8033.08,15,,,,,,,,,,2289.05,3368.46,4195.86,5060.68,3997.00,4321.95,7718.03,11835.26,8033.08,16607.83,18294.00,21364.51,18584.57,29591.81,23716.00,,,,
商品房销售额:住宅:新疆:克拉玛依市,百万人民币,1963.394,2807762.969,1675.638078,1.775446489,2.093561413,0.853439543,678,5688.95,1301.79,10,,,,,,,,,,,,,,,1053.00,678.00,880.00,1045.00,1589.00,1354.00,1249.58,1722.09,5688.95,4374.32,,,,
