"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1949,1952,1957,1962,1965,1970,1975,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
工资总额:在岗职工:辽宁:盘锦市,十亿人民币,9.431382227,38.44590639,6.200476304,0.434290149,-1.565351718,0.657430285,3.09537,18.7779,6.697715,22,,,,,,,,,,,,,,,,,,,,,,,,,,3.10,3.38,3.87,3.62,3.20,3.22,3.45,3.86,4.86,5.46,6.18,7.21,10.83,11.45,13.00,14.09,14.95,17.78,18.63,18.78,18.16,18.41
工资总额:在岗职工:辽宁:铁岭市,十亿人民币,5.171456727,11.44471207,3.383003409,0.628808364,-1.234675865,0.654168368,1.69389,11.15273,3.992195,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.03,2.02,1.69,1.89,2.06,2.26,2.41,2.73,3.34,3.68,4.30,4.76,5.24,6.16,7.46,8.21,11.15,10.26,10.25,9.74,10.19
工资总额:在岗职工:辽宁:朝阳市,十亿人民币,5.713528545,18.5180227,4.30325722,0.604806027,-1.427649477,0.753169812,1.68442,12.63131,3.79939,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,1.77,1.68,1.74,1.80,1.86,1.94,2.19,2.50,2.73,3.29,4.31,5.03,5.93,6.89,9.20,11.49,12.40,12.63,12.10,11.27,11.19
工资总额:在岗职工:辽宁:葫芦岛市,十亿人民币,5.045471091,11.10449803,3.332341224,0.742559251,-1.028312094,0.660461861,1.80989,10.97021,3.79691,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,1.95,1.81,1.92,2.12,2.24,2.26,2.43,2.65,2.95,3.44,4.16,4.71,5.26,5.72,6.76,7.10,10.01,10.44,10.97,9.98,10.30
工资总额:在岗职工:吉林:长春市,十亿人民币,31.69871364,738.7029946,27.17909113,1.081418673,-0.297327459,0.857419372,8.32837,88.83533,19.896585,22,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,9.08,8.34,8.84,9.55,10.46,11.80,12.44,13.93,19.48,16.77,20.31,23.01,26.51,31.80,37.95,44.82,64.23,70.70,77.18,83.02,88.84
工资总额:在岗职工:吉林:吉林市,十亿人民币,9.957444545,41.16959094,6.416353399,0.81709803,-0.957477207,0.644377518,3.98596,21.96323,6.931385,22,,,,,,,,,,,,,,,,,,,,,,,,,,5.71,5.55,4.36,4.29,4.33,3.99,4.21,4.46,4.94,5.33,6.12,7.74,8.87,9.59,10.21,13.29,15.57,18.16,19.38,20.21,20.79,21.96
工资总额:在岗职工:吉林:四平市,十亿人民币,4.123932273,7.994415118,2.827439675,0.8946065,-0.690464614,0.685617389,1.6561,9.83902,2.61873,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,1.92,1.69,1.66,1.72,1.74,1.89,1.97,2.08,2.17,1.93,3.07,3.57,4.06,4.62,5.61,6.32,7.18,7.79,8.76,9.26,9.84
工资总额:在岗职工:吉林:辽源市,十亿人民币,2.297628636,3.572763288,1.890175465,1.165963644,-0.162621541,0.822663608,0.7371,6.37843,1.47412,22,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.90,0.78,0.76,0.74,0.84,0.87,0.95,1.04,1.20,1.40,1.55,1.69,1.96,2.11,2.48,2.85,4.91,5.00,5.45,5.80,6.38
工资总额:在岗职工:吉林:通化市,十亿人民币,4.903015,14.2722541,3.777863695,1.036375624,-0.446628952,0.770518486,1.59109,12.45516,3.155875,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.70,1.75,1.63,1.59,1.67,2.31,2.62,2.10,2.31,2.44,2.82,3.50,3.69,4.22,4.69,6.11,7.09,10.67,11.05,12.15,12.46,9.31
工资总额:在岗职工:吉林:白山市,十亿人民币,3.375666364,5.505072329,2.346289055,0.674824265,-1.307906723,0.695059524,1.19247,7.40061,2.075635,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.37,1.19,1.30,1.37,1.44,1.45,1.45,1.57,1.57,1.83,2.33,2.86,3.60,4.11,5.06,5.93,6.45,6.46,7.07,7.13,7.40
