"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
工业总产值:广东:清远市,百万人民币,98282.03948,7502461588,86616.7512,0.372665807,-0.954915608,0.881308036,6886.59,288704.28,110425.045,21,,,,,,,,,,,,,,,,,,,6886.59,7567.66,,6931.68,7750.80,7765.66,7851.41,10184.29,17122.45,36433.89,61659.64,110425.05,164605.51,202406.02,288704.28,175219.94,133443.97,143242.00,166976.00,168013.00,181351.00,159382.00,
工业总产值:广东:东莞市,百万人民币,622492.6217,2.67827E+11,517520.1593,0.648316026,-0.531598762,0.83136754,30765.56,1762853,585150.546,21,,,,,,,,,,,,,,,,,,,30765.56,36230.63,,75917.03,91464.37,103968.13,135269.12,214493.06,258322.22,394011.00,483970.03,585150.55,663282.01,607111.00,773908.69,846969.33,949255.33,1102345.00,1213371.00,1274442.00,1469246.00,1762853.00,
工业总产值:广东:中山市,百万人民币,325897.4052,52573366074,229288.8268,0.04202946,-1.653129567,0.703561376,31576.62,661480,328356.59,21,,,,,,,,,,,,,,,,,,,31576.62,37181.58,,44024.19,53295.05,68442.42,94807.94,130925.41,169470.67,222145.08,275626.52,328356.59,376653.65,405797.06,502363.09,574683.68,570215.97,567375.00,603209.00,634528.00,661480.00,491688.00,
工业总产值:广东:潮州市,百万人民币,56862.53852,2334622411,48317.93053,0.575036453,-1.147582462,0.84973221,6259.92,142296,44489.06,21,,,,,,,,,,,,,,,,,,,6259.92,6780.78,,6746.87,7387.72,9205.96,11934.88,15275.31,23184.96,29372.09,36572.93,44489.06,52137.64,58107.10,72311.93,84022.05,89163.11,108831.00,122199.00,132580.00,142296.00,135255.00,
工业总产值:广东:揭阳市,百万人民币,162228.7703,33934266254,184212.5573,0.92490958,-0.767274694,1.135511025,7297.06,513114,58306.699,21,,,,,,,,,,,,,,,,,,,7297.06,9347.01,,13353.33,13646.20,14963.61,16817.33,20912.50,25264.00,29881.88,39163.33,58306.70,88566.04,115329.00,179481.86,229898.45,282878.88,360419.00,429068.00,480312.00,513114.00,478784.00,
工业总产值:广东:云浮市,百万人民币,40726.21805,1203690953,34694.24956,1.233254874,0.417961988,0.851889796,11270.03,122161,26575.17,21,,,,,,,,,,,,,,,,,,,12981.22,13536.69,,12954.86,14671.24,14389.45,15781.86,16068.55,11270.03,15376.54,19790.69,26575.17,27440.95,32432.00,46634.19,51263.08,57313.07,78587.00,97202.00,109949.00,122161.00,58872.00,
工业总产值:广西:南宁市,百万人民币,122123.4291,15936444327,126239.6306,0.893878178,-0.706896119,1.033705256,11496.91,371306.958,66906.67,21,,,,,,,,,,,,,,,,,,,13390.26,13732.27,,11496.91,12680.47,13377.51,14911.85,20837.63,26364.66,37018.12,49548.08,66906.67,85570.94,98164.80,128540.44,172529.22,210932.67,255713.48,285663.04,323706.06,352199.98,371306.96,
工业总产值:广西:柳州市,百万人民币,188786.5605,30528031361,174722.7271,0.658092126,-1.213139921,0.925504054,22449.42,503132.65,114981.37,21,,,,,,,,,,,,,,,,,,,22449.42,24138.78,,23021.38,25272.62,28012.89,32682.20,42652.18,56742.59,69142.82,89731.35,114981.37,145516.65,177159.86,238879.37,287238.55,342688.56,391795.26,432394.43,446345.31,470539.53,503132.65,
工业总产值:广西:桂林市,百万人民币,81088.529,7068876399,84076.6103,1.003637866,-0.47777868,1.036849618,9773.79,251655.209,40838.635,20,,,,,,,,,,,,,,,,,,,9773.79,10965.94,,11325.18,12669.34,13246.61,14266.20,16136.13,20321.58,27683.82,34436.87,47240.40,63183.17,70207.02,94285.69,123552.85,158551.37,192242.17,212556.15,237471.09,251655.21,,
工业总产值:广西:梧州市,百万人民币,74483.9391,7580388867,87065.42866,0.984476986,-0.624503527,1.16891547,5039.1,251437.228,26948.18,21,,,,,,,,,,,,,,,,,,,5274.88,7543.28,,5039.10,5327.10,5370.17,5626.93,6952.58,9297.14,13105.13,17694.62,26948.18,38918.38,47801.95,71572.44,99616.68,136663.44,173966.60,192485.38,212987.15,230534.36,251437.23,
工业总产值:广西:北海市,百万人民币,62322.98495,6485722544,80533.98378,1.278834929,0.267680447,1.292203572,3999.38,250086.626,20378.64,20,,,,,,,,,,,,,,,,,,,4167.78,4233.52,,3999.38,4387.50,4765.29,4808.88,5507.92,,10278.56,13250.18,17668.78,25304.95,23088.50,32705.00,52311.15,102620.10,128491.01,159551.00,184486.93,214746.64,250086.63,
工业总产值:广西:防城港市,百万人民币,46410.12419,3089482917,55583.11719,1.139043266,0.08980853,1.197650689,1347.24,177243.63,18495.07,21,,,,,,,,,,,,,,,,,,,1567.07,1777.76,,1347.24,1463.49,1688.82,3276.29,5109.42,6637.45,8627.94,11465.02,18495.07,27717.81,34265.13,45393.14,63556.22,76723.23,96441.05,114108.45,130089.98,147618.40,177243.63,
工业总产值:广西:钦州市,百万人民币,53379.21385,3760615415,61323.85682,0.829584737,-0.891844188,1.14883402,1644.18,181114.83,21895.545,20,,,,,,,,,,,,,,,,,,,2283.49,2423.15,,1644.18,1884.78,2128.41,2540.03,3109.90,,7491.06,12076.03,18175.69,25615.40,27144.69,48174.45,94055.77,109336.00,113058.01,128348.67,135846.74,151133.00,181114.83,
工业总产值:广西:贵港市,百万人民币,36913.7487,1296438177,36006.08528,0.683335797,-1.025623521,0.975411237,3169.76,107059.602,23183.83,20,,,,,,,,,,,,,,,,,,,3877.79,3699.68,,3169.76,3571.86,3931.67,4072.08,4824.40,,9966.16,13011.48,19870.53,26497.13,32813.83,47029.86,55664.66,62407.57,73758.69,79866.51,85587.86,97593.85,107059.60,
工业总产值:广西:玉林市,百万人民币,63015.5408,3935018768,62729.72795,0.814967933,-0.841674135,0.995464407,6623.99,189241.804,33300.905,20,,,,,,,,,,,,,,,,,,,,7475.77,,6701.82,6730.61,6623.99,8626.09,10745.76,13219.06,17876.95,21333.95,29617.02,36984.79,48652.15,70290.21,92348.40,102853.70,123370.38,142997.52,158778.31,165842.53,189241.80,
工业总产值:广西:百色市,百万人民币,71219.6685,3092753150,55612.52692,0.537435546,-0.836154713,0.780859109,6724.8,178725.749,63945.675,14,,,,,,,,,,,,,,,,,,,,,,,,,6724.80,9294.82,,15618.46,20527.03,26784.88,,38045.71,57431.30,70460.05,88274.24,97445.30,111529.67,128731.68,147481.67,178725.75,
工业总产值:广西:贺州市,百万人民币,21061.44613,260944678.4,16153.78217,0.358816037,-1.518736421,0.766983524,1892.54,47663.512,15104.3,16,,,,,,,,,,,,,,,,,,,,,,,,,1892.54,2125.83,4018.38,5766.72,7678.22,11496.19,12399.18,11918.90,17809.42,25045.02,30351.10,36413.67,38336.89,42435.87,47663.51,41631.70,
工业总产值:广西:河池市,百万人民币,25475.69581,159232970.4,12618.75471,-0.481583929,-1.292649714,0.495325223,5061.49,40660.81,27288.56,16,,,,,,,,,,,,,,,,,,,,,,,,,5061.49,5793.10,8152.78,11475.72,16248.24,22634.46,24788.40,24220.18,35276.91,38983.68,29788.72,34578.34,38310.87,37183.43,34454.00,40660.81,
工业总产值:广西:来宾市,百万人民币,32143.84413,432447107,20795.36263,-0.004654213,-1.895721375,0.646946972,5219.48,60590.36,29609.28,16,,,,,,,,,,,,,,,,,,,,,,,,,5219.48,6335.85,8217.11,10434.52,13031.76,17263.40,21262.42,22390.53,36828.03,50311.41,56364.51,50289.62,52046.61,51086.79,52629.11,60590.36,
工业总产值:广西:崇左市,百万人民币,34758.31231,774307988.9,27826.39015,0.701511991,-0.479153184,0.80056793,3838.11,94058.206,26168.625,16,,,,,,,,,,,,,,,,,,,,,,,,,3838.11,4217.69,5936.62,8439.37,13218.12,16972.72,20848.05,21679.78,30657.47,40011.51,45389.27,52508.00,58776.01,65477.58,74104.49,94058.21,
工业总产值:海南:海口市,百万人民币,31424.16827,319290020.2,17868.68826,-0.120316626,-1.562337855,0.568628837,6103.73,54350,30731.61,22,,,,,,,,,,,,,,,,,,,6103.73,6264.21,,7174.61,8585.08,10013.38,12554.73,20256.43,22193.69,25072.03,28388.69,32432.97,30540.99,30922.23,41796.53,48856.02,51601.73,54260.00,49293.92,50143.19,50355.54,50172.00,54350.00
工业总产值:海南:三亚市,百万人民币,3196.917143,5914616.005,2431.998356,0.345901308,-1.594408812,0.76073237,615.37,7398,2510.59,21,,,,,,,,,,,,,,,,,,,620.15,615.37,,702.25,786.08,811.20,889.28,934.37,942.41,1415.24,,2017.60,2510.59,3151.85,4001.96,4713.14,5590.80,5642.41,6074.86,5485.30,6150.06,6682.34,7398.00
工业总产值:重庆,百万人民币,465862.5022,5.00613E+11,707540.3883,1.650976605,1.454200649,1.518775143,6434.44,2390658.026,85855.25,37,6434.44,,7723.07,,,6434.44,7723.07,14081.26,16042.15,19210.43,25296.74,29911.30,29934.90,34245.58,41912.79,58473.77,71854.18,76511.09,73041.48,79479.52,76678.94,85855.25,96232.26,107283.25,122837.41,158899.28,214272.61,252586.84,321423.40,436324.89,575589.84,677290.15,914355.32,1184705.81,1309512.35,1578540.80,1878233.31,2140001.19,2390658.03,2117321.44,
工业总产值:四川:成都市,百万人民币,443777.947,1.76467E+11,420079.2783,0.727037857,-1.080082608,0.946597913,58942.89,1229560.41,259169.915,20,,,,,,,,,,,,,,,,,,,59319.76,64007.92,,58942.89,63262.68,70769.99,81566.13,97009.76,123123.13,166143.67,211142.92,307196.91,409208.48,486434.30,580973.49,756826.47,905782.00,1042632.00,1038062.94,1123593.09,1229560.41,,
工业总产值:四川:自贡市,百万人民币,69231.3245,4193538007,64757.53243,0.571479192,-1.380124826,0.935379077,6888.56,181746.02,42722.325,20,,,,,,,,,,,,,,,,,,,8943.82,9789.97,,6888.56,7347.30,8718.37,10589.95,12381.24,17737.15,26531.13,36158.66,49285.99,65256.11,80941.26,110816.74,133092.00,134214.00,152027.00,161807.30,170353.92,181746.02,,
工业总产值:四川:攀枝花市,百万人民币,68683.3375,3155573812,56174.49432,0.576076124,-1.330187334,0.817876597,12242.4,165044.58,46494.765,20,,,,,,,,,,,,,,,,,,,12242.40,13205.15,,13130.59,15643.48,16873.19,18625.38,21125.23,26621.44,35509.67,41514.33,51475.20,74374.04,72626.52,95324.89,120579.08,128559.00,142922.00,153679.00,154591.58,165044.58,,
工业总产值:四川:泸州市,百万人民币,64805.8825,4586505055,67723.7407,0.83038304,-0.847887803,1.045024589,5962.92,201788.16,28884.02,20,,,,,,,,,,,,,,,,,,,7747.38,8283.45,,5962.92,6962.43,7257.32,7800.28,9767.70,12860.96,17933.36,23569.40,34198.64,49970.45,68312.98,94918.24,131744.59,116015.78,152864.00,157795.39,180364.22,201788.16,,
工业总产值:四川:德阳市,百万人民币,120581.532,12925020111,113688.2585,0.832785648,-0.688191822,0.94283309,15522.24,354521.16,80416.22,20,,,,,,,,,,,,,,,,,,,15612.87,17238.43,,15522.24,17215.38,19242.61,23162.29,28154.87,37938.75,52000.01,69124.55,91707.89,98048.68,126879.86,160140.90,203758.00,220359.00,252887.00,291982.63,316133.52,354521.16,,
工业总产值:四川:绵阳市,百万人民币,99144.408,6804783945,82491.11434,0.796915975,-0.881390964,0.832029925,23678,260350.66,64775.1,20,,,,,,,,,,,,,,,,,,,25009.79,29975.34,,24803.84,24100.79,23678.00,30331.04,33992.44,35131.11,43508.07,55395.68,74154.52,80807.58,107102.64,126753.01,167638.00,177103.00,200075.00,219029.09,243948.56,260350.66,,
工业总产值:四川:广元市,百万人民币,25896.551,788305138.5,28076.77222,0.930530077,-0.761895886,1.084189637,2226.82,81954.42,11573.48,20,,,,,,,,,,,,,,,,,,,3479.86,3860.01,,2226.82,2424.14,2759.46,3518.35,4169.23,5839.53,7476.89,9549.07,13597.89,15568.75,20767.92,32023.35,46210.62,56931.13,62497.00,68754.86,74321.72,81954.42,,
工业总产值:四川:遂宁市,百万人民币,47412.9735,2416678489,49159.72426,0.700203485,-1.262680511,1.036841198,3492.02,132826.8,21615.3,20,,,,,,,,,,,,,,,,,,,5772.06,6556.86,,3492.02,3813.87,4047.42,4844.95,6485.34,9054.74,12097.00,17350.04,25880.56,38368.41,48876.68,70946.97,100255.00,96878.00,113102.00,129766.23,117844.52,132826.80,,
工业总产值:四川:内江市,百万人民币,73872.071,4604434919,67855.98661,0.466468808,-1.661240894,0.918560773,5833.18,177265,42176.375,20,,,,,,,,,,,,,,,,,,,13701.45,14690.61,,5833.18,6211.37,8004.95,10675.00,14721.98,20102.63,25957.37,35904.14,48448.61,70720.55,93260.51,129256.00,164360.97,143822.52,164207.00,165448.58,164849.00,177265.00,,
工业总产值:四川:乐山市,百万人民币,75493.31,4027377997,63461.62618,0.398236714,-1.681591088,0.840625827,9476.31,170708.78,49840.35,20,,,,,,,,,,,,,,,,,,,15843.05,10629.45,,9476.31,11437.63,13024.43,16180.41,20679.85,27070.44,33782.64,42109.99,57570.71,79491.64,99034.22,129883.66,150764.00,138779.00,158426.00,168376.45,156597.54,170708.78,,
工业总产值:四川:南充市,百万人民币,79037.7865,6769606896,82277.62087,0.780113553,-0.826167198,1.040990955,3960.47,246926.05,41769.89,20,,,,,,,,,,,,,,,,,,,4914.35,5697.46,,3960.47,5214.87,6435.31,7660.70,11661.70,14872.09,23512.87,34411.00,49128.78,71200.74,99249.88,112457.77,134521.53,156033.00,181309.00,193596.08,217992.08,246926.05,,
工业总产值:四川:眉山市,百万人民币,59165.56706,2498819001,49988.18862,0.605244056,-1.008948035,0.844886496,5131.29,154985.25,44349.56,17,,,,,,,,,,,,,,,,,,,,,,,5131.29,5888.81,7531.27,10832.64,17354.50,24159.92,24260.77,33535.43,44349.56,52198.25,75554.75,105367.92,82537.00,102373.00,122599.95,137154.33,154985.25,,
工业总产值:四川:宜宾市,百万人民币,87286.60684,5724986452,75663.64022,0.526821653,-1.457814363,0.866841351,10612.42,220256.59,56334.22,19,,,,,,,,,,,,,,,,,,,,10851.18,,10612.42,12563.28,14932.54,17869.57,22012.82,28282.19,34986.21,42282.50,56334.22,73985.18,92105.35,123072.94,173206.47,169889.34,177240.00,182364.04,195598.69,220256.59,,
工业总产值:四川:广安市,百万人民币,58571.06421,3809936885,61724.68619,0.747374645,-0.972141799,1.053842661,2035.02,175640,28738.76,19,,,,,,,,,,,,,,,,,,,,,,2035.02,2143.80,2566.06,3385.02,4633.56,7249.80,10342.72,13295.94,18972.11,28738.76,41710.00,60659.03,89888.13,97551.23,113381.00,129115.73,144172.31,167370.00,175640.00,
工业总产值:四川:达州市,百万人民币,52662.76889,1843243748,42933.01466,0.090480108,-1.949280829,0.815244158,4451.8,106571.7,47126.125,18,,,,,,,,,,,,,,,,,,,,,,4458.12,4451.80,5082.50,6041.14,7845.14,11414.43,17360.97,23946.94,37670.33,56581.92,75440.75,103967.96,104732.38,93395.00,89029.00,106571.70,98810.92,101128.84,,
工业总产值:四川:雅安市,百万人民币,25005.16611,408146448.6,20202.63469,0.334764191,-1.535483811,0.807938432,2583.7,58555,20145.345,18,,,,,,,,,,,,,,,,,,,,,,,2583.70,3034.25,3459.94,4348.59,5614.35,6932.60,8716.14,12426.09,17409.29,22881.40,31693.26,43224.19,38727.19,39993.00,44844.00,49900.00,55750.00,58555.00,
工业总产值:四川:巴中市,百万人民币,18552.43824,427025392.2,20664.59272,0.924502848,-0.578398858,1.113847811,675.56,60267.71,7944.16,17,,,,,,,,,,,,,,,,,,,,,,,675.56,811.98,1143.26,1395.77,1960.71,2629.21,3590.42,4800.86,7944.16,12051.92,17559.63,30551.00,31001.00,37467.00,46884.25,54657.01,60267.71,,
工业总产值:四川:资阳市,百万人民币,84038.15944,5378311262,73336.97064,0.389640963,-1.441080521,0.872662742,3571.78,200520.1,73742.985,18,,,,,,,,,,,,,,,,,,,,,,,3571.78,4046.94,5366.28,7464.45,12330.50,19370.75,29135.82,41401.09,62985.58,84500.39,117340.66,158638.49,174030.00,192387.00,200520.10,188024.19,100032.85,111540.00,
工业总产值:贵州:贵阳市,百万人民币,98779.842,7144866494,84527.31212,1.021669709,-0.154192198,0.855714186,17594.35,283227.14,71278.65,20,,,,,,,,,,,,,,,,,,,17594.35,21376.03,,22479.34,24962.75,25884.94,29589.43,35694.19,44265.22,57406.45,66964.94,75592.36,86671.78,89674.96,105834.79,146628.63,159289.73,201431.40,222915.42,258112.99,283227.14,,
工业总产值:贵州:六盘水市,百万人民币,53256.1115,2933768789,54164.27595,0.834222071,-0.847806432,1.017052774,3947.22,158236.24,28234.745,20,,,,,,,,,,,,,,,,,,,3947.22,4518.52,,5228.40,6168.52,6544.06,7997.86,10077.09,14288.16,19346.35,23586.32,32883.17,49524.21,49432.84,66297.75,92795.75,107792.88,121160.14,143765.66,141531.09,158236.24,,
工业总产值:贵州:遵义市,百万人民币,71478.73947,5185368663,72009.50398,1.18756495,0.329798495,1.007425488,10861.22,240346.92,37836.56,19,,,,,,,,,,,,,,,,,,,,10861.22,,11078.09,10961.17,12189.84,15699.87,16928.18,21653.01,23614.41,29348.94,37836.56,54585.85,56566.52,79371.90,104514.24,109266.76,147836.04,170260.81,205175.72,240346.92,,
工业总产值:贵州:安顺市,百万人民币,21883.62412,354703061.9,18833.56211,1.003899775,-0.337502956,0.860623543,4450.38,61241.12,12880.89,17,,,,,,,,,,,,,,,,,,,,,,,4450.38,5143.63,5588.14,6891.65,8551.21,6307.38,10231.68,12880.89,10713.47,16946.76,20400.81,25932.59,32743.21,42042.92,47132.00,54823.77,61241.12,,
工业总产值:云南:昆明市,百万人民币,163631.9233,12510408858,111849.939,0.181706982,-1.650220532,0.683545953,34288.87,332392,161449.98,21,,,,,,,,,,,,,,,,,,,34288.87,36038.79,,36057.29,38339.43,41100.30,48231.50,58095.73,75002.82,101813.67,133135.77,161449.98,179155.12,184082.55,243613.00,260373.90,301028.00,322476.00,254630.67,301192.00,293773.00,332392.00,
工业总产值:云南:曲靖市,百万人民币,80137.529,3788799889,61553.2281,0.310743792,-1.612323748,0.76809491,10301.36,170109,70255.13,20,,,,,,,,,,,,,,,,,,,,10301.36,,10927.44,12307.33,15198.47,18572.28,21897.37,27722.99,36017.25,50330.76,60788.10,79722.16,80885.83,100089.08,120353.50,145514.00,169492.00,158510.66,152875.00,161136.00,170109.00,
工业总产值:云南:玉溪市,百万人民币,74164.3545,2238961613,47317.66703,0.262977917,-1.679482336,0.638010906,20613.42,148040,68355.14,20,,,,,,,,,,,,,,,,,,,20613.42,,,23614.04,24218.70,23761.92,23521.60,26854.15,32514.32,39440.87,46097.42,61545.37,78144.85,75164.91,94444.60,111085.63,125845.66,133291.00,134099.63,126157.00,134832.00,148040.00,
工业总产值:云南:保山市,百万人民币,14806.73667,229313222,15143.09156,0.938429931,-0.556105508,1.022716342,1343.47,46270,7765.59,18,,,,,,,,,,,,,,,,,,,,,,,1343.47,1598.87,1567.77,1659.14,1989.97,3242.46,4523.83,5727.43,7179.12,8352.06,10800.76,15306.00,20878.00,27707.00,31807.38,36338.00,40230.00,46270.00,
工业总产值:云南:昭通市,百万人民币,20572.13941,216036606.7,14698.18379,0.273680779,-1.637996176,0.714470357,2892.33,43403,16313,17,,,,,,,,,,,,,,,,,,,,,,,,2892.33,3584.60,3974.73,5507.27,7275.17,9771.97,12423.81,13185.43,16313.00,20406.00,26401.26,32610.92,37783.00,36413.88,37888.00,39892.00,43403.00,
工业总产值:云南:丽江市,百万人民币,7072.35875,27809360.31,5273.458098,0.14115776,-1.80594691,0.745643467,622.92,14863,6132.9,16,,,,,,,,,,,,,,,,,,,,,,,,,622.92,845.43,1274.16,1702.78,2249.33,2927.07,3930.09,5179.33,7086.47,9594.48,12553.00,14863.00,12827.68,12947.00,13144.00,11411.00,
工业总产值:云南:普洱市,百万人民币,12357.43533,69560850.86,8340.314794,0.316320996,-1.632949169,0.674922795,2215.42,24591,9636.7,15,,,,,,,,,,,,,,,,,,,,,,,,,,2215.42,2948.90,3592.17,4308.68,6338.82,6993.71,7883.62,9636.70,12443.46,16303.00,20002.00,21761.05,22063.00,24591.00,24280.00,
工业总产值:云南:临沧市,百万人民币,12887.56815,95642365.71,9779.691493,0.489621535,-1.504108173,0.758846927,2000.68,29131,8989,15,,,,,,,,,,,,,,,,,,,,,,,,,,2000.68,3231.17,3017.23,4027.74,5402.74,6267.81,6425.00,8989.00,12127.52,16136.43,21209.00,24350.20,26123.00,29131.00,24875.00,
工业总产值:西藏:拉萨,百万人民币,6891.601996,15687774.26,3960.779501,0.816499367,0.099142575,0.574725514,2071.33,15010.427,6469.304959,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071.33,3247.27,3672.20,3782.43,4854.67,6469.30,7174.40,8516.04,9711.52,11298.03,15010.43,
工业总产值:陕西:西安市,百万人民币,204386.7123,32058450727,179048.7384,0.579804006,-1.32212726,0.876029251,24063.23312,542306,119460.41,23,,,,,,,,,,,,,,,,,,24063.23,28150.82,30394.11,35514.71,37671.68,43343.25,50502.46,54623.72,67692.67,89259.79,95218.05,119460.41,162385.32,203075.58,249050.22,313015.07,355221.25,406630.59,449761.89,442006.00,434615.56,466932.00,542306.00,
工业总产值:陕西:铜川市,百万人民币,20097.49145,433503238.4,20820.74058,0.866475972,-0.87438756,1.035987035,1580.2,56591.29,9953.02,23,,,,,,,,,,,,,,,,,,1580.20,2198.26,2547.17,2696.53,2920.76,3083.93,3010.70,3337.59,4213.18,5990.93,7048.78,9953.02,12433.89,16683.72,19501.64,24905.01,33575.63,46180.21,54966.41,56591.29,56523.45,55983.00,36317.00,
工业总产值:陕西:宝鸡市,百万人民币,100524.916,10086607517,100432.104,0.810840296,-0.905745225,0.999076726,11584.1,292965,53666.91,23,,,,,,,,,,,,,,,,,,11584.10,12328.87,12426.12,12562.44,12620.80,13998.13,15512.52,18375.90,25294.88,31547.28,40995.35,53666.91,67220.00,89577.07,99599.08,134045.31,170179.67,198669.21,225852.08,227497.49,259942.84,292965.00,285612.00,
工业总产值:陕西:咸阳市,百万人民币,114330.2848,14180283458,119080.9954,0.917053847,-0.79452928,1.041552513,13501.96,354150,45851.6,23,,,,,,,,,,,,,,,,,,13501.96,15178.00,17303.58,18222.07,20289.25,20870.01,21724.45,23122.46,28612.85,30965.00,35916.20,45851.60,56560.65,86024.45,103883.04,140192.46,185453.96,229351.88,263299.64,300205.33,316488.70,354150.00,302429.00,
工业总产值:陕西:渭南市,百万人民币,77351.90789,6064738063,77876.42816,0.754473543,-1.13743227,1.006780961,7474.09,214137,37763.32,23,,,,,,,,,,,,,,,,,,7474.09,7998.93,8740.10,8960.23,9579.38,10027.37,11293.00,13604.25,19174.21,25778.56,33771.11,37763.32,47426.77,63800.27,76722.07,103982.78,136002.63,163435.78,172847.23,195932.20,205386.60,214137.00,205256.00,
工业总产值:陕西:延安市,百万人民币,74535.96339,3703150261,60853.51478,0.22335278,-1.574506923,0.816431586,3339.160548,170856.745,76406.97,23,,,,,,,,,,,,,,,,,,3339.16,5695.97,7532.71,6983.45,8390.00,13100.00,16078.00,18852.00,25593.24,34810.31,53699.61,76406.97,90519.65,105350.85,96950.23,122731.22,150485.98,164675.96,161232.26,170856.75,141723.84,109042.00,130277.00,
工业总产值:陕西:汉中市,百万人民币,36745.7484,1334061864,36524.81162,0.987428046,-0.504785435,0.993987419,5332.97,117169,20437.07,23,,,,,,,,,,,,,,,,,,5332.97,5661.67,6291.14,6379.62,6258.07,6842.63,7630.90,8910.87,11006.93,14276.30,16540.86,20437.07,24110.85,26060.29,31079.22,40441.27,54542.28,71808.84,85610.27,87356.07,92203.10,99202.00,117169.00,
工业总产值:陕西:榆林市,百万人民币,130109.3716,20838002263,144353.74,0.694578912,-1.194650648,1.109479957,1674.834038,414271,52819.92,23,,,,,,,,,,,,,,,,,,1674.83,1818.56,2015.28,2248.30,2460.15,3660.73,6820.12,11919.58,14226.55,27838.99,36003.62,52819.92,77386.80,126986.37,139255.50,191769.80,261352.94,313098.27,312081.73,344919.74,320636.77,327250.00,414271.00,
工业总产值:陕西:安康市,百万人民币,28198.3319,1670870469,40876.28248,1.591190151,1.460929964,1.449599311,1248.789063,137951,5628.36,23,,,,,,,,,,,,,,,,,,1248.79,1613.11,1904.17,1592.59,1636.67,2005.75,2062.60,2502.88,3044.76,3771.36,4356.91,5628.36,8156.49,9747.65,13247.45,19215.49,30922.23,48219.72,63481.60,78796.58,94507.48,112948.00,137951.00,
工业总产值:陕西:商洛市,百万人民币,22438.89625,1083977046,32923.80668,1.562357778,1.271942958,1.467264981,561.37,107068,4139.22,23,,,,,,,,,,,,,,,,,,561.37,642.69,692.24,792.31,945.00,1147.00,1419.00,1640.00,2200.00,2682.06,3276.18,4139.22,6008.31,7442.92,10456.09,17699.29,26507.26,36504.47,47992.73,63410.65,79337.18,93530.65,107068.00,
工业总产值:甘肃:兰州市,百万人民币,130617.0943,8133115192,90183.78564,0.368624809,-1.453118886,0.690443974,27345.72,283994,118061.74,21,,,,,,,,,,,,,,,,,,,27345.72,30264.70,,29408.84,36857.09,39652.28,43624.95,52154.90,64991.12,78878.16,95313.31,118061.74,137620.72,132488.00,159260.00,208374.42,231100.00,266947.03,283994.00,248517.00,236148.00,221957.00,
工业总产值:甘肃:嘉峪关市,百万人民币,36110.21081,987579983.6,31425.78533,0.4691474,-1.239535383,0.870274214,2627.37,92907,31297.52,21,,,,,,,,,,,,,,,,,,,2627.37,3035.88,,3497.60,4046.81,4601.24,5006.03,6941.61,9612.82,19116.63,22189.21,31297.52,39386.62,41742.00,51558.00,71539.24,68866.34,85025.50,92907.00,84252.00,47593.00,63472.00,
工业总产值:甘肃:金昌市,百万人民币,39655.15076,936193471.4,30597.27882,0.105335886,-1.725926003,0.771583974,4030.05,81488,42959.74,21,,,,,,,,,,,,,,,,,,,4751.46,4430.96,,4030.05,5697.64,5903.23,6085.24,8565.54,15378.25,21673.28,33695.84,51026.20,44199.67,42959.74,54110.44,66654.09,70634.48,76448.06,80850.00,76974.00,77202.00,81488.00,
工业总产值:甘肃:白银市,百万人民币,31622.55457,514041659.6,22672.48684,0.322079717,-1.61213845,0.71697202,6991.66,66756,28192.13,21,,,,,,,,,,,,,,,,,,,7064.18,7629.76,,6991.66,8201.86,7935.53,8659.38,10062.20,13750.10,17350.82,23071.53,28192.13,31998.86,32858.98,42990.63,50929.30,60731.98,64766.75,66756.00,60167.00,56399.00,57566.00,
工业总产值:甘肃:天水市,百万人民币,11832.89562,71612293.44,8462.404708,0.507045407,-1.345170812,0.715159246,2879.43,25580,8767.56,21,,,,,,,,,,,,,,,,,,,3129.91,3151.95,,2965.11,2879.43,3486.20,3711.65,4498.66,5895.82,7173.58,7995.32,8767.56,11438.87,12351.15,16332.82,14971.34,18287.78,23144.67,24880.00,24125.00,25580.00,23724.00,
工业总产值:甘肃:武威市,百万人民币,18460.67506,249013681.7,15780.16735,0.765068843,-0.872796591,0.854799042,2507.57,48110,13031.89,17,,,,,,,,,,,,,,,,,,,,,,,,2507.57,2552.09,2980.92,4063.89,5793.28,6936.69,8846.92,9749.83,13031.89,17551.65,20426.12,31502.27,38679.35,48110.00,37552.00,45136.00,18411.00,
工业总产值:甘肃:张掖市,百万人民币,15079.92725,113141009.7,10636.77628,0.411144997,-1.194628811,0.70535992,2297.63,33630,13255.035,16,,,,,,,,,,,,,,,,,,,,,,,,,2297.63,2739.82,3706.83,4193.02,5901.79,7896.44,10664.95,11311.45,15198.62,16583.60,19955.45,25504.23,28070.00,31350.00,33630.00,22275.00,
