指标名称（亿元）,频率,1993,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
消费品零售:黑龙江:鹤岗,年,,21.53 ,23.98 ,25.98 ,27.17 ,21.60 ,31.21 ,31.01 ,23.54 ,35.90 ,33.08 ,50.49 ,59.48 ,50.96 ,60.61 ,71.43 ,83.95 ,97.12 ,106.85 ,108.47 ,116.18 ,125.50 ,136.20 ,
消费品零售:黑龙江:双鸭山,年,,22.61 ,25.17 ,28.49 ,28.40 ,22.68 ,28.44 ,29.98 ,31.15 ,35.45 ,30.66 ,34.19 ,39.65 ,47.71 ,56.64 ,65.17 ,76.50 ,88.52 ,100.65 ,109.73 ,119.20 ,128.80 ,139.30 ,
消费品零售:黑龙江:大庆,年,,67.03 ,64.13 ,69.91 ,74.81 ,78.81 ,87.95 ,97.95 ,108.02 ,130.02 ,206.82 ,252.19 ,301.97 ,371.46 ,502.61 ,589.49 ,694.44 ,803.10 ,909.39 ,"1,010.91 ","1,037.61 ","1,092.60 ","1,159.70 ",
消费品零售:黑龙江:伊春,年,,21.60 ,23.22 ,24.24 ,25.11 ,25.10 ,26.62 ,28.67 ,26.39 ,28.34 ,26.32 ,28.94 ,33.32 ,40.40 ,47.66 ,56.50 ,66.20 ,76.52 ,86.65 ,97.95 ,107.66 ,119.20 ,131.20 ,
消费品零售:黑龙江:佳木斯,年,,48.63 ,53.98 ,60.36 ,66.40 ,62.50 ,67.76 ,72.43 ,72.80 ,80.85 ,91.60 ,105.27 ,120.40 ,147.45 ,178.09 ,216.80 ,245.47 ,277.43 ,326.02 ,361.23 ,401.11 ,446.20 ,488.30 ,
消费品零售:黑龙江:七台河,年,,14.25 ,16.78 ,18.03 ,19.47 ,20.54 ,22.45 ,24.52 ,23.41 ,25.60 ,23.62 ,25.87 ,30.13 ,36.00 ,43.00 ,54.39 ,63.68 ,74.20 ,81.68 ,89.06 ,94.82 ,100.40 ,105.30 ,
消费品零售:黑龙江:绥化,年,,,,,,93.50 ,97.32 ,102.08 ,102.13 ,111.18 ,115.55 ,132.40 ,153.50 ,186.00 ,220.88 ,250.52 ,293.09 ,353.09 ,407.55 ,462.71 ,511.35 ,569.30 ,620.20 ,
消费品零售:黑龙江:大兴安岭,年,,,,,,,16.20 ,17.26 ,17.23 ,,17.01 ,18.90 ,21.44 ,25.65 ,32.02 ,34.07 ,39.87 ,45.93 ,50.55 ,,58.87 ,63.42 ,68.80 ,
消费品零售:江苏:无锡,年,,254.95 ,281.30 ,300.14 ,321.85 ,351.51 ,390.82 ,444.29 ,487.06 ,579.21 ,824.10 ,959.47 ,"1,134.75 ","1,391.48 ","1,542.69 ","1,825.79 ","2,142.02 ","2,443.24 ","2,759.98 ","2,607.90 ","2,847.61 ","3,119.56 ","3,458.04 ","3,672.70 "
消费品零售:江苏:徐州,年,,145.17 ,152.66 ,160.65 ,171.50 ,185.21 ,202.01 ,223.93 ,235.42 ,273.80 ,396.04 ,460.08 ,543.01 ,680.23 ,805.99 ,956.99 ,"1,141.89 ","1,312.50 ","1,495.91 ","2,099.20 ","2,358.45 ","2,659.39 ","2,977.20 ","3,102.00 "
消费品零售:江苏:常州,年,,157.59 ,167.96 ,173.93 ,184.42 ,202.31 ,222.61 ,248.80 ,280.65 ,324.05 ,444.08 ,515.83 ,610.85 ,758.16 ,891.54 ,"1,054.39 ","1,236.10 ","1,413.33 ","1,607.63 ","1,805.40 ","1,990.45 ","2,202.83 ","2,444.05 ","2,613.20 "
消费品零售:江苏:南通,年,,194.52 ,204.79 ,213.37 ,229.82 ,250.11 ,270.98 ,297.14 ,331.28 ,384.25 ,536.41 ,621.96 ,736.54 ,915.10 ,"1,080.22 ","1,277.07 ","1,493.27 ","1,719.27 ","1,940.41 ","2,166.10 ","2,379.46 ","2,632.87 ","2,873.41 ","3,088.77 "
消费品零售:江苏:苏州,年,,266.01 ,286.62 ,297.92 ,315.64 ,348.20 ,391.54 ,451.62 ,526.05 ,625.10 ,905.07 ,"1,055.44 ","1,250.05 ","1,551.45 ","2,026.84 ","2,402.02 ","2,829.58 ","3,240.97 ","3,662.24 ","4,095.09 ","4,461.62 ","4,936.79 ","5,442.82 ","5,746.90 "
